Who,scraped_datetime,Headline,Url,Site,Siteurl,Published
ABC History,2026_06_13_05,This man bought the land stolen from his Indigenous ancestors,https://www.abc.net.au/news/2026-06-12/restoration-sets-record-straight/106700030,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_06_13_05,School told to find and exhume graves ahead of planned development,https://www.abc.net.au/news/2026-06-10/deloraine-cemetery-catholic-church-graves-tasmania/106733696,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_06_13_05,The criticism Marc Fennell always gets for Stuff the British Stole,https://www.abc.net.au/news/2026-06-09/criticism-marc-fennell-always-gets-for-stuff-the-british-stole/106705240,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_06_13_05,"With his pet chihuahua and trusty gopher, 97yo grazier won't slow down",https://www.abc.net.au/news/2026-06-08/97-year-old-outback-grazier-doug-harrison-langwell-station/106754956,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_06_13_05,History quiz: When was the first Mars Exploration Rover launch?,https://www.abc.net.au/news/2026-06-08/this-week-in-history-quiz-june-8/106761138,ABC,https://www.abc.net.au,2025_12_25_00
