Who,scraped_datetime,Headline,Url,Site,Siteurl,Published
ABC History,2025_12_24_11,How 'half-brained' thieves snatched a $50m Picasso in under four minutes,https://www.abc.net.au/news/2025-12-20/today-in-history-picasso-art-heist-brazil-2007/106143440,ABC,https://www.abc.net.au,2025_12_19_18
ABC History,2025_12_24_11,"A Bodyline bowler was pipped by pomegranates, and an uproar ensued",https://www.abc.net.au/news/2025-12-18/bodyline-ashes-cricketer-harold-larwood-and-the-quorn-incident/106119290,ABC,https://www.abc.net.au,2025_12_17_22
ABC History,2025_12_24_11,The 51-hour secret North Korea was desperate to protect,https://www.abc.net.au/news/2025-12-17/today-in-history-december-17-kim-jong-il-s-death-kept-secret/106138030,ABC,https://www.abc.net.au,2025_12_16_18
ABC History,2025_12_24_11,Jane Austen would have turned 250 today. Here's why she is still relevant,https://www.abc.net.au/news/2025-12-16/this-day-in-history-jane-austen-250th-birthday/106143026,ABC,https://www.abc.net.au,2025_12_15_21
ABC History,2025_12_24_11,ABC timeline quiz: Guess what came first?,https://www.abc.net.au/news/2025-12-16/timeline-quiz-dec-11/106120778,ABC,https://www.abc.net.au,2025_12_15_18
ABC History,2025_12_24_11,"History quiz: The first Simpsons episode, a missing PM and a new puzzle",https://www.abc.net.au/news/2025-12-15/this-week-in-history-quiz-december-15/105877268,ABC,https://www.abc.net.au,2025_12_14_18
ABC History,2025_12_24_11,"An Australian warplane disappeared 82 years ago. Now, it's been found",https://www.abc.net.au/news/2025-12-14/missing-raaf-ww2-fighters-found-plane-wreckage-png-rainforest/106126682,ABC,https://www.abc.net.au,2025_12_14_02
ABC History,2025_12_24_11,The day a journalist threw his shoes at a US president,https://www.abc.net.au/news/2025-12-14/journalist-throws-shoe-iraq-george-w-bush/106124532,ABC,https://www.abc.net.au,2025_12_13_18
ABC History,2025_12_24_11,Perth queer nightclub celebrates 50 years of dancing and difference,https://www.abc.net.au/news/2025-12-13/perth-queer-nightclub-connections-celebrates-50-years/106137800,ABC,https://www.abc.net.au,2025_12_13_01
ABC History,2025_12_24_11,How Emma Thompson made history with Sense and Sensibility,https://www.abc.net.au/news/2025-12-13/sense-and-sensibility-released-in-us-cinemas-30-years-ago-today/106127910,ABC,https://www.abc.net.au,2025_12_13_01
