Who,scraped_datetime,Headline,Url,Site,Siteurl,Published
ABC History,2026_06_04_06,Why the 'dig of the century' is happening underneath Notre Dame,https://www.abc.net.au/news/2026-06-02/notre-dame-excavation-archaeological-dig-explained/106750448,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_06_04_06,Paddle-steamer first launched 120 years ago returns to working life,https://www.abc.net.au/news/2026-06-01/ps-canally-paddle-steamer-recommissioned-at-morgan-festival/106726190,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_06_04_06,Quiz: Will you be crowned the history champ this week?,https://www.abc.net.au/news/2026-06-01/this-week-in-history-quiz-june-1/106742450,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_06_04_06,Castro's indictment references a network of Cuban spies. Who were they?,https://www.abc.net.au/news/2026-05-31/the-wasp-network-cuban-five-castro-indictment/106731804,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_06_04_06,Pollution along Parramatta River,https://www.abc.net.au/news/2026-05-31/pollution-along-parramatta-river/106716026,ABC,https://www.abc.net.au,2025_12_25_00
