Who,scraped_datetime,Headline,Url,Site,Siteurl,Published
ABC History,2026_01_26_05,History quiz: Do you know where the Beatles played their last show?,https://www.abc.net.au/news/2026-01-26/this-week-in-history-quiz/106265668,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_01_26_05,Predicting the future isn't easy. In 1959 these Adelaidians gave it a shot,https://www.abc.net.au/news/2026-01-26/if-youre-listening-future-predictions-adelaide-history-radio/106256170,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_01_26_05,Why Troy Cassar-Daley wrote a song for a long-dead Wiradjuri warrior,https://www.abc.net.au/news/2026-01-25/windradyne-troy-cassar-daley/106254264,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_01_26_05,Letters to the Unborn,https://www.abc.net.au/news/2026-01-24/black-swan-letters-to-the-unborn/106262468,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_01_26_05,Malnutrition and the KGB: Running away with the circus in 1990,https://www.abc.net.au/news/2026-01-24/inside-the-great-moscow-circus-in-1990/106258358,ABC,https://www.abc.net.au,2025_12_25_00
