Who,scraped_datetime,Headline,Url,Site,Siteurl,Published
ABC History,2026_09_11_07,"25 years on, the twin brothers left behind still carry weight of 9/11",https://www.abc.net.au/news/2026-09-10/september-11-surviving-families-anniversary-terrorist-attack/107089528,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_09_11_07,Look beyond the moustache: Revisiting Chopper Read today is eye-opening,https://www.abc.net.au/news/2026-09-09/chopper-read-dead-cant-sue/107122104,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_09_11_07,New map could reshape the way you see the world,https://www.abc.net.au/news/2026-09-09/how-new-world-map-could-reshape-global-perceptions/107123916,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_09_11_07,"Charity's former CEO promised to 'destroy' rival group, inquiry hears",https://www.abc.net.au/news/2026-09-08/sa-national-trust-hearing/107125046,ABC,https://www.abc.net.au,2025_12_25_00
ABC History,2026_09_11_07,How well do you know your history? Find out with this week's quiz,https://www.abc.net.au/news/2026-09-07/this-week-in-history-quiz-september-7/107110078,ABC,https://www.abc.net.au,2025_12_25_00
