Who,scraped_datetime,Headline,Url,Site,Siteurl,Published
Richard Lama,2025_12_15_05,"It’s weird, super-fast and one Harvard professor thinks it could be ‘hostile’ aliens",https://www.smh.com.au/interactive/2025/comet-3iatlas/,SMH,https://www.smh.com.au/,2025_10_01_21
Richard Lama,2025_12_15_05,Inside the count in Australia’s most marginal electorate,https://www.smh.com.au/interactive/2025/anatomy-of-preferential-voting/index.html,SMH,https://www.smh.com.au/,2025_04_28_19
Richard Lama,2025_12_15_05,‘I’ve just killed me kids’: His story never changed. But the science has,https://www.smh.com.au/interactive/2024/farquharson/index.html,SMH,https://www.smh.com.au/,2024_06_02_01
Richard Lama,2025_12_15_05,Make or break: The perfect offside trap – and how to beat it,https://www.smh.com.au/interactive/2023/the-offside-trap/index.html,SMH,https://www.smh.com.au/,2023_07_19_22
Richard Lama,2025_12_15_05,Which NSW state electorate am I in?,https://www.smh.com.au/politics/nsw/which-nsw-state-electorate-am-i-in-20230301-p5con1.html,SMH,https://www.smh.com.au/,2023_03_02_00
Richard Lama,2025_12_15_05,The warning ignored three days before Lismore’s deadly deluge,https://www.smh.com.au/interactive/2022/lismore-flooding/,SMH,https://www.smh.com.au/,2022_06_29_19
Richard Lama,2025_12_15_05,The road to Kyiv: A detailed anatomy of Putin’s bloody invasion,https://www.smh.com.au/interactive/2022/road-to-kyiv/index.html,SMH,https://www.smh.com.au/,2022_03_21_00
Richard Lama,2025_12_15_05,‘You can expect the actual concussions to be 10 times this data’: Medicos call for rugby codes to do more,https://www.smh.com.au/interactive/2021/sports-injuries-rugby/index.html,SMH,https://www.smh.com.au/,2021_11_01_00
Richard Lama,2025_12_15_05,Concussion is most common community footy injury and it’s getting worse,https://www.smh.com.au/interactive/2021/sports-injuries/index.html,SMH,https://www.smh.com.au/,2021_09_17_19
Richard Lama,2025_12_15_05,What’s within 10km of your home in Melbourne?,https://www.smh.com.au/national/victoria/what-s-within-10km-of-your-home-in-melbourne-20210602-p57xe1.html,SMH,https://www.smh.com.au/,2021_09_16_22
