Who,scraped_datetime,Headline,Url,Site,Siteurl,Published
Reuters Graphics,2024_08_23_05,Satellite images reveal over 200 buildings washed away in Wayanad landslide,https://www.reuters.com/graphics/ASIA-WEATHER/INDIA-LANDSLIDE/gdvzmgkenpw/,Reuters,https://www.reuters.com,2024_08_16_00
Reuters Graphics,2024_08_23_05,Bank of Japan yen intervention: A short history,https://www.reuters.com/graphics/JAPAN-YEN/EXPLAINER/xmvjnxjmbvr/,Reuters,https://www.reuters.com,2024_08_09_00
Reuters Graphics,2024_08_23_05,How missed warnings aggravated deadly India landslides,https://www.reuters.com/graphics/ASIA-WEATHER/INDIA-LANDSLIDE-CONSTRUCTION/movaqooewva/,Reuters,https://www.reuters.com,2024_08_02_00
Reuters Graphics,2024_08_23_05,The origin of the Olympic Games,https://www.reuters.com/graphics/OLYMPICS-2024/HISTORY/gkvllkjlavb/,Reuters,https://www.reuters.com,2024_08_01_00
