Who,scraped_datetime,Headline,Url,Site,Siteurl,Published
ABC Katia Shatoba,2025_03_14_05,The view from space of Cyclone Alfred nearing coastlines,https://www.abc.net.au/news/2025-03-04/satellite-shows-cyclone-alfred-off-brisbane-queensland-nsw/105008554,ABC,https://www.abc.net.au,2025_03_07_06
ABC Katia Shatoba,2025_03_14_05,From 8 to 80 hectares in minutes: Maps reveal how quickly LA fires exploded,https://www.abc.net.au/news/2025-01-10/maps-show-how-quickly-fires-besieged-los-angeles/104801712,ABC,https://www.abc.net.au,2025_01_10_06
ABC Katia Shatoba,2025_03_14_05,These maps reveal Australia's potential bushfire future for every postcode,https://www.abc.net.au/news/2024-12-08/bushfire-hazard-climate-change-national-maps-csiro/104683442,ABC,https://www.abc.net.au,2024_12_09_00
ABC Katia Shatoba,2025_03_14_05,"Alt-right media, fanatics and that orange vest. Explore the faces in the crowd at a Trump rally",https://www.abc.net.au/news/2024-11-05/trump-rally-faces-in-crowd-show-circus-in-action/104561070,ABC,https://www.abc.net.au,2024_11_05_02
ABC Katia Shatoba,2025_03_14_05,A look inside the sophisticated attacks breaking through Israel's anti-missile systems,https://www.abc.net.au/news/2024-10-31/the-iron-dome-shield-protecting-israeli-cities/104532268,ABC,https://www.abc.net.au,2024_10_30_20
ABC Katia Shatoba,2025_03_14_05,"As the PM's 'clifftop' home raises eyebrows, explore the property portfolios of all federal politicians",https://www.abc.net.au/news/2024-10-16/how-many-properties-do-australian-federal-politicians-own/104476596,ABC,https://www.abc.net.au,2024_10_15_22
ABC Katia Shatoba,2025_03_14_05,"Who you'll probably marry, based on your job",https://www.abc.net.au/news/2024-09-18/who-you-ll-probably-marry-based-on-your-job/104334548,ABC,https://www.abc.net.au,2024_09_17_22
ABC Katia Shatoba,2025_03_14_05,"16,000 hectares of forests found flattened on beef farms and 'people don't even know it's happening'",https://www.abc.net.au/news/2024-08-27/coles-woolworths-urged-to-dump-beef-linked-to-deforestation/104261314,ABC,https://www.abc.net.au,2024_08_26_21
ABC Katia Shatoba,2025_03_14_05,Scott Pendlebury is a footy outlier and here's the proof,https://www.abc.net.au/news/2024-08-03/afl-data-shows-scott-pendlebury-records/104159092,ABC,https://www.abc.net.au,2024_08_05_06
ABC Katia Shatoba,2025_03_14_05,The 'big boof' is out. What data reveals about football's hair trends,https://www.abc.net.au/news/2024-05-23/afl-mullet-count-data-analysis/103850072,ABC,https://www.abc.net.au,2024_07_08_07
