Who,scraped_datetime,Headline,Url,Site,Siteurl,Published
Madi Chwasta,2025_07_20_05,What is mitochondrial donation and why is it called 'three-person IVF'?,https://www.abc.net.au/news/2025-07-17/mitochondria-disease-ivf-monash-university/105541348,ABC,https://www.abc.net.au,2025_07_17_20
Madi Chwasta,2025_07_20_05,"Data centres bid to guzzle enough drinking water for 330,000 people",https://www.abc.net.au/news/2025-07-15/greater-western-water-data-centre-proposals-foi/105529020,ABC,https://www.abc.net.au,2025_07_15_02
Madi Chwasta,2025_07_20_05,"Leftovers, a dehydrator and CCTV: The evidence that convicted Erin Patterson",https://www.abc.net.au/news/2025-07-08/erin-patterson-murder-guilty-verdict-trial-evidence/105504308,ABC,https://www.abc.net.au,2025_07_07_18
Madi Chwasta,2025_07_20_05,Jury finds Erin Patterson guilty of three counts of murder — as it happened,https://www.abc.net.au/news/2025-07-07/erin-patterson-mushroom-murder-trial-verdict-guilty-live-blog/105477452,ABC,https://www.abc.net.au,2025_07_07_10
Madi Chwasta,2025_07_20_05,The evidence laid before the jury in Erin Patterson's trial,https://www.abc.net.au/news/2025-07-01/erin-patterson-mushroom-murder-trial-evidence/105425902,ABC,https://www.abc.net.au,2025_06_30_20
Madi Chwasta,2025_07_20_05,Judge recaps Erin Patterson's evidence as triple-murder trial nears end — as it happened,https://www.abc.net.au/news/2025-06-27/erin-patterson-mushroom-murder-trial-live-blog-friday-june-27/105467476,ABC,https://www.abc.net.au,2025_06_27_04
Madi Chwasta,2025_07_20_05,"Erin Patterson was 'unscathed' by cross-examination, jury told — as it happened",https://www.abc.net.au/news/2025-06-19/erin-patterson-mushroom-murder-trial-live-blog-june-19/105435002,ABC,https://www.abc.net.au,2025_06_19_06
Madi Chwasta,2025_07_20_05,Iranian Australians share 'mixed' feelings after Israeli strikes,https://www.abc.net.au/news/2025-06-15/iranian-australian-war-israel-middle-east/105418534,ABC,https://www.abc.net.au,2025_06_16_00
Madi Chwasta,2025_07_20_05,'We're all grieving': Vigils for Kumanjayi White held across the nation,https://www.abc.net.au/news/2025-06-06/kumanjayi-white-death-in-custody-vigils-alice-springs-melbourne/105384284,ABC,https://www.abc.net.au,2025_06_07_01
Madi Chwasta,2025_07_20_05,Is there a clear answer to reducing youth crime?,https://www.abc.net.au/news/2025-05-31/australian-state-and-territories-are-grappling-with-youth-crime/105355282,ABC,https://www.abc.net.au,2025_05_31_00
